"set";"pvalue";"beta_gender_male";"beta_ethnicity_other";"beta_ethnicity_afam";"beta_score";"beta_fcollege_no";"beta_mcollege_no";"beta_home_no";"beta_urban_no";"beta_unemp";"beta_wage";"sd_gender_male";"sd_ethnicity_other";"sd_ethnicity_afam";"sd_score";"sd_fcollege_no";"sd_mcollege_no";"sd_home_no";"sd_urban_no";"sd_unemp";"sd_wage"
"616";"0";"0";"0";"-0.231";"0";"0";"0";"-0.173";"0.009";"-0.008";"0.008";"0";"0";"0.04";"0";"0";"0";"0.038";"0.035";"0.005";"0.011"
"617";"0.003";"0";"0";"0";"0.039";"-0.268";"-0.253";"-0.059";"-0.035";"0";"0";"0";"0";"0";"0.002";"0.037";"0.043";"0.035";"0.031";"0";"0"
"618";"0.01";"0";"0";"0";"0.039";"-0.27";"-0.255";"-0.055";"0";"0.005";"0";"0";"0";"0";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0"
"619";"0.006";"0";"0";"0";"0.04";"-0.268";"-0.252";"-0.059";"0";"0";"-0.019";"0";"0";"0";"0.002";"0.037";"0.043";"0.035";"0";"0";"0.01"
"620";"0.008";"0";"0";"0";"0.04";"-0.273";"-0.257";"0";"-0.032";"0.005";"0";"0";"0";"0";"0.002";"0.037";"0.043";"0";"0.031";"0.005";"0"
"621";"0.003";"0";"0";"0";"0.04";"-0.271";"-0.254";"0";"-0.029";"0";"-0.018";"0";"0";"0";"0.002";"0.037";"0.043";"0";"0.031";"0";"0.01"
"622";"0.007";"0";"0";"0";"0.04";"-0.274";"-0.257";"0";"0";"0.008";"-0.022";"0";"0";"0";"0.002";"0.037";"0.043";"0";"0";"0.005";"0.01"
"623";"0.01";"0";"0";"0";"0.04";"-0.358";"0";"-0.064";"-0.035";"0.004";"0";"0";"0";"0";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0"
"624";"0.006";"0";"0";"0";"0.04";"-0.356";"0";"-0.067";"-0.033";"0";"-0.019";"0";"0";"0";"0.002";"0.034";"0";"0.035";"0.032";"0";"0.01"
"625";"0.008";"0";"0";"0";"0.04";"-0.359";"0";"-0.064";"0";"0.007";"-0.023";"0";"0";"0";"0.002";"0.034";"0";"0.035";"0";"0.005";"0.01"
"626";"0.004";"0";"0";"0";"0.041";"-0.363";"0";"0";"-0.03";"0.007";"-0.022";"0";"0";"0";"0.002";"0.034";"0";"0";"0.031";"0.005";"0.01"
"627";"0.005";"0";"0";"0";"0.041";"0";"-0.38";"-0.067";"-0.03";"0.003";"0";"0";"0";"0";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0"
"628";"0.006";"0";"0";"0";"0.042";"0";"-0.377";"-0.071";"-0.028";"0";"-0.019";"0";"0";"0";"0.002";"0";"0.039";"0.035";"0.032";"0";"0.01"
"629";"0.007";"0";"0";"0";"0.042";"0";"-0.38";"-0.068";"0";"0.005";"-0.022";"0";"0";"0";"0.002";"0";"0.039";"0.035";"0";"0.005";"0.01"
"630";"0.007";"0";"0";"0";"0.042";"0";"-0.384";"0";"-0.024";"0.005";"-0.021";"0";"0";"0";"0.002";"0";"0.039";"0";"0.032";"0.005";"0.01"
"631";"0.008";"0";"0";"0";"0.045";"0";"0";"-0.084";"-0.024";"0.001";"-0.02";"0";"0";"0";"0.002";"0";"0";"0.035";"0.032";"0.005";"0.01"
"632";"0.008";"0";"0";"0";"0";"-0.439";"-0.35";"-0.146";"0.013";"0.005";"0";"0";"0";"0";"0";"0.038";"0.045";"0.037";"0.033";"0.005";"0"
"633";"0.007";"0";"0";"0";"0";"-0.436";"-0.348";"-0.145";"0.015";"0";"0.007";"0";"0";"0";"0";"0.038";"0.045";"0.037";"0.033";"0";"0.01"
"634";"0.01";"0";"0";"0";"0";"-0.439";"-0.35";"-0.147";"0";"0.005";"0.005";"0";"0";"0";"0";"0.038";"0.045";"0.037";"0";"0.005";"0.011"
"635";"0.001";"0";"0";"0";"0";"-0.446";"-0.355";"0";"0.025";"0.004";"0.007";"0";"0";"0";"0";"0.038";"0.045";"0";"0.033";"0.005";"0.011"
"636";"0.003";"0";"0";"0";"0";"-0.563";"0";"-0.155";"0.017";"0.002";"0.006";"0";"0";"0";"0";"0.035";"0";"0.037";"0.034";"0.005";"0.011"
"637";"0.001";"0";"0";"0";"0";"0";"-0.566";"-0.166";"0.029";"0";"0.01";"0";"0";"0";"0";"0";"0.042";"0.037";"0.034";"0.005";"0.011"
"638";"0.01";"-0.055";"-0.089";"-0.019";"0.041";"-0.279";"-0.255";"0";"0";"0";"0";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0";"0";"0"
"639";"0.006";"-0.057";"-0.086";"0.003";"0.042";"-0.365";"0";"-0.074";"0";"0";"0";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0";"0";"0"
"640";"0.005";"-0.056";"-0.079";"-0.002";"0.042";"-0.368";"0";"0";"-0.015";"0";"0";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0";"0.032";"0";"0"
"641";"0.004";"-0.055";"-0.079";"0.002";"0.042";"-0.369";"0";"0";"0";"0.003";"0";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0";"0";"0.005";"0"
"642";"0.003";"-0.055";"-0.075";"-0.002";"0.042";"-0.367";"0";"0";"0";"0";"-0.014";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0";"0";"0";"0.01"
"643";"0.008";"-0.053";"-0.077";"-0.017";"0.043";"0";"-0.382";"-0.075";"0";"0";"0";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0";"0";"0"
"644";"0.008";"-0.051";"-0.069";"-0.023";"0.043";"0";"-0.385";"0";"-0.014";"0";"0";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0";"0.032";"0";"0"
"645";"0.008";"-0.051";"-0.07";"-0.019";"0.043";"0";"-0.386";"0";"0";"0.002";"0";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0";"0";"0.005";"0"
"646";"0.008";"-0.05";"-0.065";"-0.022";"0.043";"0";"-0.384";"0";"0";"0";"-0.015";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0";"0";"0";"0.01"
"647";"0.007";"-0.051";"-0.052";"0.013";"0.045";"0";"0";"-0.09";"-0.014";"0";"0";"0.027";"0.036";"0.045";"0.002";"0";"0";"0.035";"0.033";"0";"0"
"648";"0.004";"-0.051";"-0.054";"0.013";"0.045";"0";"0";"-0.089";"0";"-0.002";"0";"0.027";"0.036";"0.045";"0.002";"0";"0";"0.035";"0";"0.005";"0"
"649";"0.01";"-0.05";"-0.047";"0.013";"0.046";"0";"0";"-0.091";"0";"0";"-0.016";"0.027";"0.036";"0.045";"0.002";"0";"0";"0.035";"0";"0";"0.01"
"650";"0.01";"-0.049";"-0.046";"0.008";"0.046";"0";"0";"0";"-0.008";"-0.002";"0";"0.027";"0.036";"0.046";"0.002";"0";"0";"0";"0.033";"0.005";"0"
"651";"0.009";"-0.048";"-0.039";"0.008";"0.046";"0";"0";"0";"-0.009";"0";"-0.016";"0.027";"0.036";"0.045";"0.002";"0";"0";"0";"0.032";"0";"0.01"
"652";"0.001";"-0.048";"-0.04";"0.009";"0.046";"0";"0";"0";"0";"0";"-0.016";"0.027";"0.036";"0.045";"0.002";"0";"0";"0";"0";"0.005";"0.011"
"653";"0";"-0.013";"0.085";"-0.124";"0";"-0.41";"-0.349";"-0.12";"0";"0";"0";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0";"0";"0"
"654";"0.003";"-0.01";"0.097";"-0.133";"0";"-0.415";"-0.354";"0";"-0.015";"0";"0";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0";"0.034";"0";"0"
"655";"0";"-0.009";"0.097";"-0.128";"0";"-0.417";"-0.356";"0";"0";"0.004";"0";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0";"0";"0.005";"0"
"656";"0";"-0.01";"0.095";"-0.132";"0";"-0.415";"-0.354";"0";"0";"0";"-0.001";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0";"0";"0";"0.011"
"657";"0.003";"-0.012";"0.103";"-0.105";"0";"-0.536";"0";"-0.131";"-0.02";"0";"0";"0.028";"0.037";"0.047";"0";"0.035";"0";"0.037";"0.034";"0";"0"
"658";"0.009";"-0.011";"0.102";"-0.1";"0";"-0.537";"0";"-0.129";"0";"0.003";"0";"0.028";"0.037";"0.048";"0";"0.035";"0";"0.037";"0";"0.005";"0"
"659";"0.003";"-0.012";"0.102";"-0.103";"0";"-0.536";"0";"-0.129";"0";"0";"-0.002";"0.028";"0.037";"0.047";"0";"0.035";"0";"0.037";"0";"0";"0.011"
"660";"0";"-0.008";"0.115";"-0.109";"0";"-0.544";"0";"0";"-0.013";"0.003";"0";"0.028";"0.037";"0.048";"0";"0.035";"0";"0";"0.034";"0.005";"0"
"661";"0.008";"-0.009";"0.114";"-0.111";"0";"-0.542";"0";"0";"-0.012";"0";"-0.001";"0.028";"0.038";"0.047";"0";"0.035";"0";"0";"0.034";"0";"0.011"
"662";"0.002";"-0.008";"0.115";"-0.107";"0";"-0.544";"0";"0";"0";"0.003";"-0.003";"0.028";"0.038";"0.048";"0";"0.035";"0";"0";"0";"0.005";"0.011"
"663";"0.002";"-0.003";"0.125";"-0.137";"0";"0";"-0.551";"-0.134";"-0.019";"0";"0";"0.028";"0.038";"0.048";"0";"0";"0.041";"0.037";"0.034";"0";"0"
"664";"0.001";"-0.003";"0.123";"-0.134";"0";"0";"-0.551";"-0.133";"0";"0";"0";"0.028";"0.037";"0.048";"0";"0";"0.042";"0.037";"0";"0.005";"0"
"665";"0";"-0.003";"0.124";"-0.135";"0";"0";"-0.551";"-0.133";"0";"0";"-0.002";"0.028";"0.038";"0.048";"0";"0";"0.041";"0.037";"0";"0";"0.011"
"666";"0.009";"0";"0.136";"-0.143";"0";"0";"-0.559";"0";"-0.011";"0.001";"0";"0.029";"0.038";"0.048";"0";"0";"0.042";"0";"0.034";"0.005";"0"
"667";"0";"0";"0.136";"-0.144";"0";"0";"-0.558";"0";"-0.011";"0";"-0.001";"0.028";"0.038";"0.048";"0";"0";"0.041";"0";"0.034";"0";"0.011"
"668";"0.001";"0.001";"0.136";"-0.142";"0";"0";"-0.559";"0";"0";"0.001";"-0.001";"0.029";"0.038";"0.048";"0";"0";"0.042";"0";"0";"0.005";"0.011"
"669";"0";"0.003";"0.175";"-0.104";"0";"0";"0";"-0.159";"-0.01";"-0.005";"0";"0.029";"0.038";"0.049";"0";"0";"0";"0.038";"0.035";"0.005";"0"
"670";"0.006";"0.004";"0.179";"-0.1";"0";"0";"0";"-0.16";"-0.012";"0";"-0.003";"0.029";"0.038";"0.049";"0";"0";"0";"0.038";"0.035";"0";"0.011"
"671";"0.01";"0.003";"0.173";"-0.103";"0";"0";"0";"-0.159";"0";"-0.005";"0";"0.029";"0.038";"0.049";"0";"0";"0";"0.038";"0";"0.005";"0.011"
"672";"0.001";"0.007";"0.187";"-0.112";"0";"0";"0";"0";"0";"-0.005";"0.002";"0.029";"0.039";"0.049";"0";"0";"0";"0";"0.035";"0.005";"0.011"
"673";"0.007";"-0.057";"-0.087";"0";"0.041";"-0.278";"-0.252";"-0.069";"0";"0";"0";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0";"0";"0"
"674";"0.002";"-0.055";"-0.078";"0";"0.041";"-0.28";"-0.254";"0";"-0.016";"0";"0";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0";"0.032";"0";"0"
"675";"0.007";"-0.054";"-0.08";"0";"0.041";"-0.282";"-0.256";"0";"0";"0.005";"0";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0";"0";"0.005";"0"
"676";"0.008";"-0.054";"-0.074";"0";"0.041";"-0.279";"-0.254";"0";"0";"0";"-0.014";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0";"0";"0";"0.01"
"677";"0.009";"-0.058";"-0.084";"0";"0.042";"-0.365";"0";"-0.076";"-0.019";"0";"0";"0.027";"0.03";"0";"0.002";"0.034";"0";"0.035";"0.032";"0";"0"
"678";"0.005";"-0.057";"-0.087";"0";"0.042";"-0.367";"0";"-0.074";"0";"0.003";"0";"0.027";"0.03";"0";"0.002";"0.034";"0";"0.035";"0";"0.005";"0"
"679";"0.005";"-0.057";"-0.081";"0";"0.042";"-0.364";"0";"-0.076";"0";"0";"-0.015";"0.027";"0.03";"0";"0.002";"0.034";"0";"0.035";"0";"0";"0.01"
"680";"0.008";"-0.055";"-0.077";"0";"0.042";"-0.37";"0";"0";"-0.016";"0.003";"0";"0.027";"0.03";"0";"0.002";"0.034";"0";"0";"0.032";"0.005";"0"
"681";"0.002";"-0.055";"-0.071";"0";"0.042";"-0.367";"0";"0";"-0.015";"0";"-0.014";"0.027";"0.031";"0";"0.002";"0.034";"0";"0";"0.032";"0";"0.01"
"682";"0.01";"-0.054";"-0.072";"0";"0.042";"-0.37";"0";"0";"0";"0.006";"-0.017";"0.027";"0.03";"0";"0.002";"0.034";"0";"0";"0";"0.005";"0.01"
"683";"0.009";"-0.052";"-0.066";"0";"0.043";"0";"-0.381";"-0.077";"-0.018";"0";"0";"0.027";"0.03";"0";"0.002";"0";"0.039";"0.035";"0.032";"0";"0"
"684";"0.009";"-0.052";"-0.069";"0";"0.043";"0";"-0.382";"-0.075";"0";"0.002";"0";"0.027";"0.03";"0";"0.002";"0";"0.039";"0.035";"0";"0.005";"0"
"685";"0.008";"-0.051";"-0.062";"0";"0.043";"0";"-0.38";"-0.078";"0";"0";"-0.015";"0.027";"0.03";"0";"0.002";"0";"0.039";"0.035";"0";"0";"0.01"
"686";"0.004";"-0.05";"-0.059";"0";"0.043";"0";"-0.385";"0";"-0.014";"0.002";"0";"0.027";"0.03";"0";"0.002";"0";"0.039";"0";"0.032";"0.005";"0"
"687";"0.008";"-0.05";"-0.053";"0";"0.043";"0";"-0.383";"0";"-0.013";"0";"-0.014";"0.027";"0.031";"0";"0.002";"0";"0.039";"0";"0.032";"0";"0.01"
"688";"0.002";"-0.049";"-0.054";"0";"0.043";"0";"-0.386";"0";"0";"0.004";"-0.017";"0.027";"0.03";"0";"0.002";"0";"0.039";"0";"0";"0.005";"0.01"
"689";"0.008";"-0.052";"-0.057";"0";"0.045";"0";"0";"-0.089";"-0.014";"-0.002";"0";"0.027";"0.031";"0";"0.002";"0";"0";"0.035";"0.032";"0.005";"0"
"690";"0.006";"-0.05";"-0.05";"0";"0.046";"0";"0";"-0.091";"-0.015";"0";"-0.017";"0.027";"0.031";"0";"0.002";"0";"0";"0.035";"0.032";"0";"0.01"
"691";"0.01";"-0.05";"-0.052";"0";"0.046";"0";"0";"-0.09";"0";"0";"-0.017";"0.027";"0.03";"0";"0.002";"0";"0";"0.035";"0";"0.005";"0.011"
"692";"0.004";"-0.048";"-0.042";"0";"0.046";"0";"0";"0";"-0.01";"0";"-0.016";"0.027";"0.031";"0";"0.002";"0";"0";"0";"0.032";"0.005";"0.011"
"693";"0.001";"-0.01";"0.145";"0";"0";"-0.413";"-0.342";"-0.125";"-0.015";"0";"0";"0.028";"0.03";"0";"0";"0.039";"0.045";"0.037";"0.034";"0";"0"
"694";"0.002";"-0.009";"0.142";"0";"0";"-0.415";"-0.345";"-0.124";"0";"0.005";"0";"0.028";"0.03";"0";"0";"0.039";"0.045";"0.037";"0";"0.005";"0"
"695";"0";"-0.01";"0.143";"0";"0";"-0.412";"-0.342";"-0.125";"0";"0";"-0.001";"0.028";"0.03";"0";"0";"0.039";"0.045";"0.037";"0";"0";"0.011"
"696";"0.006";"-0.006";"0.158";"0";"0";"-0.42";"-0.349";"0";"-0.01";"0.006";"0";"0.028";"0.03";"0";"0";"0.039";"0.045";"0";"0.034";"0.005";"0"
"697";"0.002";"-0.007";"0.157";"0";"0";"-0.417";"-0.347";"0";"-0.008";"0";"0";"0.028";"0.031";"0";"0";"0.039";"0.045";"0";"0.034";"0";"0.011"
"698";"0.01";"-0.006";"0.158";"0";"0";"-0.42";"-0.349";"0";"0";"0.006";"-0.004";"0.028";"0.03";"0";"0";"0.039";"0.045";"0";"0";"0.005";"0.011"
"699";"0.006";"-0.009";"0.151";"0";"0";"-0.538";"0";"-0.133";"-0.015";"0.004";"0";"0.028";"0.031";"0";"0";"0.035";"0";"0.037";"0.034";"0.005";"0"
"700";"0.001";"-0.01";"0.151";"0";"0";"-0.536";"0";"-0.134";"-0.014";"0";"-0.002";"0.028";"0.031";"0";"0";"0.035";"0";"0.037";"0.034";"0";"0.011"
"701";"0.01";"-0.009";"0.15";"0";"0";"-0.538";"0";"-0.133";"0";"0.004";"-0.004";"0.028";"0.031";"0";"0";"0.035";"0";"0.037";"0";"0.005";"0.011"
"702";"0.005";"-0.005";"0.166";"0";"0";"-0.545";"0";"0";"-0.007";"0.004";"-0.003";"0.028";"0.031";"0";"0";"0.035";"0";"0";"0.034";"0.005";"0.011"
"703";"0";"0";"0.188";"0";"0";"0";"-0.545";"-0.139";"-0.012";"0.002";"0";"0.028";"0.031";"0";"0";"0";"0.042";"0.037";"0.034";"0.005";"0"
"704";"0.003";"0";"0.188";"0";"0";"0";"-0.544";"-0.139";"-0.011";"0";"-0.002";"0.028";"0.031";"0";"0";"0";"0.041";"0.037";"0.034";"0";"0.011"
"705";"0";"0";"0.187";"0";"0";"0";"-0.545";"-0.138";"0";"0.002";"-0.003";"0.028";"0.031";"0";"0";"0";"0.042";"0.037";"0";"0.005";"0.011"
"706";"0";"0.004";"0.203";"0";"0";"0";"-0.553";"0";"-0.003";"0.002";"-0.001";"0.029";"0.031";"0";"0";"0";"0.042";"0";"0.034";"0.005";"0.011"
"707";"0";"0.006";"0.222";"0";"0";"0";"0";"-0.163";"-0.005";"-0.004";"0";"0.029";"0.032";"0";"0";"0";"0";"0.038";"0.035";"0.005";"0.011"
"708";"0.008";"-0.055";"0";"0.05";"0.04";"-0.271";"-0.249";"-0.062";"0";"0";"0";"0.027";"0";"0.037";"0.002";"0.037";"0.043";"0.035";"0";"0";"0"
"709";"0.007";"-0.054";"0";"0.038";"0.04";"-0.274";"-0.252";"0";"-0.026";"0";"0";"0.027";"0";"0.038";"0.002";"0.037";"0.043";"0";"0.032";"0";"0"
"710";"0.007";"-0.053";"0";"0.046";"0.04";"-0.276";"-0.253";"0";"0";"0.005";"0";"0.027";"0";"0.037";"0.002";"0.037";"0.043";"0";"0";"0.005";"0"
"711";"0.006";"-0.053";"0";"0.037";"0.04";"-0.273";"-0.251";"0";"0";"0";"-0.017";"0.027";"0";"0.037";"0.002";"0.037";"0.043";"0";"0";"0";"0.01"
"712";"0.006";"-0.056";"0";"0.057";"0.041";"-0.358";"0";"-0.07";"-0.028";"0";"0";"0.027";"0";"0.038";"0.002";"0.034";"0";"0.035";"0.032";"0";"0"
"713";"0.002";"-0.055";"0";"0.064";"0.041";"-0.36";"0";"-0.068";"0";"0.004";"0";"0.027";"0";"0.037";"0.002";"0.034";"0";"0.035";"0";"0.005";"0"
"714";"0";"-0.054";"0";"0.056";"0.041";"-0.357";"0";"-0.071";"0";"0";"-0.018";"0.027";"0";"0.037";"0.002";"0.034";"0";"0.035";"0";"0";"0.01"
"715";"0.007";"-0.054";"0";"0.053";"0.041";"-0.364";"0";"0";"-0.024";"0.004";"0";"0.027";"0";"0.038";"0.002";"0.034";"0";"0";"0.032";"0.005";"0"
"716";"0.006";"-0.053";"0";"0.044";"0.041";"-0.361";"0";"0";"-0.023";"0";"-0.017";"0.027";"0";"0.038";"0.002";"0.034";"0";"0";"0.032";"0";"0.01"
"717";"0.004";"-0.052";"0";"0.051";"0.042";"-0.365";"0";"0";"0";"0.007";"-0.02";"0.027";"0";"0.037";"0.002";"0.034";"0";"0";"0";"0.005";"0.01"
"718";"0.007";"-0.051";"0";"0.031";"0.042";"0";"-0.377";"-0.072";"-0.026";"0";"0";"0.027";"0";"0.038";"0.002";"0";"0.039";"0.035";"0.032";"0";"0"
"719";"0.006";"-0.05";"0";"0.037";"0.042";"0";"-0.378";"-0.069";"0";"0.002";"0";"0.027";"0";"0.037";"0.002";"0";"0.039";"0.035";"0";"0.005";"0"
"720";"0.007";"-0.05";"0";"0.03";"0.042";"0";"-0.376";"-0.072";"0";"0";"-0.018";"0.027";"0";"0.038";"0.002";"0";"0.039";"0.035";"0";"0";"0.01"
"721";"0.007";"-0.049";"0";"0.026";"0.042";"0";"-0.382";"0";"-0.022";"0.003";"0";"0.027";"0";"0.038";"0.002";"0";"0.039";"0";"0.032";"0.005";"0"
"722";"0.01";"-0.049";"0";"0.018";"0.043";"0";"-0.38";"0";"-0.021";"0";"-0.017";"0.027";"0";"0.038";"0.002";"0";"0.039";"0";"0.032";"0";"0.01"
"723";"0.007";"-0.048";"0";"0.024";"0.043";"0";"-0.383";"0";"0";"0.005";"-0.02";"0.027";"0";"0.037";"0.002";"0";"0.039";"0";"0";"0.005";"0.01"
"724";"0.009";"-0.05";"0";"0.047";"0.045";"0";"0";"-0.086";"-0.019";"-0.001";"0";"0.027";"0";"0.038";"0.002";"0";"0";"0.035";"0.032";"0.005";"0"
"725";"0.006";"-0.049";"0";"0.041";"0.045";"0";"0";"-0.089";"-0.019";"0";"-0.018";"0.027";"0";"0.038";"0.002";"0";"0";"0.035";"0.032";"0";"0.01"
"726";"0.008";"-0.049";"0";"0.045";"0.045";"0";"0";"-0.087";"0";"0.001";"-0.019";"0.027";"0";"0.038";"0.002";"0";"0";"0.035";"0";"0.005";"0.01"
"727";"0.006";"-0.047";"0";"0.034";"0.046";"0";"0";"0";"-0.013";"0.001";"-0.017";"0.027";"0";"0.038";"0.002";"0";"0";"0";"0.032";"0.005";"0.01"
"728";"0.001";"-0.014";"0";"-0.19";"0";"-0.419";"-0.356";"-0.128";"-0.013";"0";"0";"0.028";"0";"0.039";"0";"0.038";"0.045";"0.037";"0.034";"0";"0"
"729";"0";"-0.013";"0";"-0.186";"0";"-0.421";"-0.357";"-0.127";"0";"0.003";"0";"0.028";"0";"0.038";"0";"0.039";"0.045";"0.037";"0";"0.005";"0"
"730";"0";"-0.014";"0";"-0.187";"0";"-0.419";"-0.355";"-0.127";"0";"0";"0.001";"0.028";"0";"0.038";"0";"0.038";"0.045";"0.037";"0";"0";"0.011"
"731";"0.001";"-0.01";"0";"-0.203";"0";"-0.427";"-0.363";"0";"-0.006";"0.004";"0";"0.028";"0";"0.039";"0";"0.039";"0.045";"0";"0.034";"0.005";"0"
"732";"0";"-0.011";"0";"-0.203";"0";"-0.425";"-0.361";"0";"-0.005";"0";"0.003";"0.028";"0";"0.039";"0";"0.038";"0.045";"0";"0.034";"0";"0.011"
"733";"0.002";"-0.01";"0";"-0.201";"0";"-0.427";"-0.363";"0";"0";"0.003";"0.001";"0.028";"0";"0.038";"0";"0.039";"0.045";"0";"0";"0.005";"0.011"
"734";"0.01";"-0.013";"0";"-0.179";"0";"-0.55";"0";"-0.139";"-0.01";"0.002";"0";"0.028";"0";"0.039";"0";"0.035";"0";"0.037";"0.034";"0.005";"0"
"735";"0.004";"-0.013";"0";"-0.179";"0";"-0.549";"0";"-0.138";"-0.009";"0";"0.002";"0.028";"0";"0.039";"0";"0.035";"0";"0.037";"0.034";"0";"0.011"
"736";"0.001";"-0.013";"0";"-0.177";"0";"-0.55";"0";"-0.138";"0";"0.002";"0.001";"0.028";"0";"0.039";"0";"0.035";"0";"0.037";"0";"0.005";"0.011"
"737";"0.001";"-0.01";"0";"-0.193";"0";"-0.558";"0";"0";"0";"0.001";"0.003";"0.028";"0";"0.039";"0";"0.035";"0";"0";"0.034";"0.005";"0.011"
"738";"0.001";"-0.005";"0";"-0.229";"0";"0";"-0.565";"-0.144";"-0.005";"-0.001";"0";"0.029";"0";"0.039";"0";"0";"0.041";"0.037";"0.034";"0.005";"0"
"739";"0.007";"-0.005";"0";"-0.228";"0";"0";"-0.565";"-0.144";"-0.006";"0";"0.002";"0.029";"0";"0.039";"0";"0";"0.041";"0.037";"0.034";"0";"0.011"
"740";"0";"-0.005";"0";"-0.227";"0";"0";"-0.564";"-0.143";"0";"-0.001";"0.003";"0.029";"0";"0.039";"0";"0";"0.041";"0.037";"0";"0.005";"0.011"
"741";"0";"-0.001";"0";"-0.244";"0";"0";"-0.574";"0";"0.005";"-0.001";"0.005";"0.029";"0";"0.039";"0";"0";"0.041";"0";"0.034";"0.005";"0.011"
"742";"0";"0.001";"0";"-0.231";"0";"0";"0";"-0.173";"0.009";"-0.008";"0.008";"0.029";"0";"0.04";"0";"0";"0";"0.038";"0.035";"0.005";"0.011"
"743";"0.003";"-0.056";"0";"0";"0.04";"-0.27";"-0.252";"-0.061";"-0.036";"0";"0";"0.027";"0";"0";"0.002";"0.037";"0.043";"0.035";"0.031";"0";"0"
"744";"0.007";"-0.054";"0";"0";"0.039";"-0.271";"-0.254";"-0.057";"0";"0.005";"0";"0.027";"0";"0";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0"
"745";"0.008";"-0.054";"0";"0";"0.04";"-0.269";"-0.252";"-0.061";"0";"0";"-0.019";"0.027";"0";"0";"0.002";"0.037";"0.043";"0.035";"0";"0";"0.01"
"746";"0.006";"-0.054";"0";"0";"0.04";"-0.275";"-0.256";"0";"-0.033";"0.005";"0";"0.027";"0";"0";"0.002";"0.037";"0.043";"0";"0.031";"0.005";"0"
"747";"0.008";"-0.053";"0";"0";"0.04";"-0.272";"-0.254";"0";"-0.03";"0";"-0.017";"0.027";"0";"0";"0.002";"0.037";"0.043";"0";"0.031";"0";"0.01"
"748";"0.009";"-0.052";"0";"0";"0.04";"-0.275";"-0.257";"0";"0";"0.008";"-0.022";"0.027";"0";"0";"0.002";"0.037";"0.043";"0";"0";"0.005";"0.01"
"749";"0.004";"-0.056";"0";"0";"0.04";"-0.36";"0";"-0.066";"-0.037";"0.004";"0";"0.027";"0";"0";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0"
"750";"0.004";"-0.056";"0";"0";"0.041";"-0.357";"0";"-0.069";"-0.034";"0";"-0.019";"0.027";"0";"0";"0.002";"0.034";"0";"0.035";"0.032";"0";"0.01"
"751";"0.008";"-0.054";"0";"0";"0.041";"-0.36";"0";"-0.066";"0";"0.006";"-0.023";"0.027";"0";"0";"0.002";"0.034";"0";"0.035";"0";"0.005";"0.01"
"752";"0.004";"-0.053";"0";"0";"0.041";"-0.364";"0";"0";"-0.031";"0.006";"-0.021";"0.027";"0";"0";"0.002";"0.034";"0";"0";"0.031";"0.005";"0.01"
"753";"0.006";"-0.051";"0";"0";"0.042";"0";"-0.38";"-0.069";"-0.031";"0.002";"0";"0.027";"0";"0";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0"
"754";"0.004";"-0.051";"0";"0";"0.042";"0";"-0.377";"-0.073";"-0.029";"0";"-0.018";"0.027";"0";"0";"0.002";"0";"0.039";"0.035";"0.032";"0";"0.01"
"755";"0.008";"-0.049";"0";"0";"0.042";"0";"-0.38";"-0.07";"0";"0.005";"-0.021";"0.027";"0";"0";"0.002";"0";"0.039";"0.035";"0";"0.005";"0.01"
"756";"0.007";"-0.048";"0";"0";"0.042";"0";"-0.384";"0";"-0.025";"0.005";"-0.02";"0.027";"0";"0";"0.002";"0";"0.039";"0";"0.032";"0.005";"0.01"
"757";"0.01";"-0.05";"0";"0";"0.045";"0";"0";"-0.086";"-0.025";"0.001";"-0.02";"0.027";"0";"0";"0.002";"0";"0";"0.035";"0.032";"0.005";"0.01"
"758";"0.003";"-0.009";"0";"0";"0";"-0.439";"-0.35";"-0.147";"0.013";"0.005";"0";"0.028";"0";"0";"0";"0.038";"0.045";"0.037";"0.033";"0.005";"0"
