"set";"pvalue";"beta_gender_male";"beta_ethnicity_other";"beta_ethnicity_afam";"beta_score";"beta_fcollege_no";"beta_mcollege_no";"beta_home_no";"beta_urban_no";"beta_unemp";"beta_wage";"sd_gender_male";"sd_ethnicity_other";"sd_ethnicity_afam";"sd_score";"sd_fcollege_no";"sd_mcollege_no";"sd_home_no";"sd_urban_no";"sd_unemp";"sd_wage"
"1";"0.005";"0.014";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.029";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"2";"0.006";"0";"0.242";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.03";"0";"0";"0";"0";"0";"0";"0";"0"
"3";"0.009";"0";"0";"-0.256";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.039";"0";"0";"0";"0";"0";"0";"0"
"4";"0.01";"0";"0";"0";"0.045";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.002";"0";"0";"0";"0";"0";"0"
"5";"0.003";"0";"0";"0";"0";"-0.575";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.035";"0";"0";"0";"0";"0"
"6";"0.004";"0";"0";"0";"0";"0";"-0.58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.041";"0";"0";"0";"0"
"7";"0.004";"0";"0";"0";"0";"0";"0";"-0.204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.038";"0";"0";"0"
"8";"0.004";"0";"0";"0";"0";"0";"0";"0";"0.06";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.034";"0";"0"
"9";"0.009";"0";"0";"0";"0";"0";"0";"0";"0";"-0.005";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.005";"0"
"10";"0.003";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.016";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.011"
"11";"0.007";"0.011";"0.241";"0";"0";"0";"0";"0";"0";"0";"0";"0.029";"0.03";"0";"0";"0";"0";"0";"0";"0";"0"
"12";"0.007";"0.007";"0";"-0.255";"0";"0";"0";"0";"0";"0";"0";"0.029";"0";"0.039";"0";"0";"0";"0";"0";"0";"0"
"13";"0.01";"-0.048";"0";"0";"0.045";"0";"0";"0";"0";"0";"0";"0.027";"0";"0";"0.002";"0";"0";"0";"0";"0";"0"
"14";"0.007";"-0.005";"0";"0";"0";"-0.575";"0";"0";"0";"0";"0";"0.028";"0";"0";"0";"0.035";"0";"0";"0";"0";"0"
"15";"0.007";"0.006";"0";"0";"0";"0";"-0.58";"0";"0";"0";"0";"0.029";"0";"0";"0";"0";"0.041";"0";"0";"0";"0"
"16";"0.005";"0.008";"0";"0";"0";"0";"0";"-0.204";"0";"0";"0";"0.029";"0";"0";"0";"0";"0";"0.038";"0";"0";"0"
"17";"0.007";"0.015";"0";"0";"0";"0";"0";"0";"0.06";"0";"0";"0.029";"0";"0";"0";"0";"0";"0";"0.034";"0";"0"
"18";"0.005";"0.014";"0";"0";"0";"0";"0";"0";"0";"-0.005";"0";"0.029";"0";"0";"0";"0";"0";"0";"0";"0.005";"0"
"19";"0.01";"0.013";"0";"0";"0";"0";"0";"0";"0";"0";"0.016";"0.029";"0";"0";"0";"0";"0";"0";"0";"0";"0.011"
"20";"0.007";"0";"0.191";"-0.108";"0";"0";"0";"0";"0";"0";"0";"0";"0.038";"0.048";"0";"0";"0";"0";"0";"0";"0"
"21";"0.001";"0";"-0.05";"0";"0.046";"0";"0";"0";"0";"0";"0";"0";"0.03";"0";"0.002";"0";"0";"0";"0";"0";"0"
"22";"0";"0";"0.163";"0";"0";"-0.542";"0";"0";"0";"0";"0";"0";"0.03";"0";"0";"0.035";"0";"0";"0";"0";"0"
"23";"0.006";"0";"0.201";"0";"0";"0";"-0.552";"0";"0";"0";"0";"0";"0.03";"0";"0";"0";"0.041";"0";"0";"0";"0"
"24";"0.001";"0";"0.222";"0";"0";"0";"0";"-0.162";"0";"0";"0";"0";"0.03";"0";"0";"0";"0";"0.038";"0";"0";"0"
"25";"0";"0";"0.241";"0";"0";"0";"0";"0";"0.004";"0";"0";"0";"0.031";"0";"0";"0";"0";"0";"0.035";"0";"0"
"26";"0.003";"0";"0.241";"0";"0";"0";"0";"0";"0";"-0.004";"0";"0";"0.03";"0";"0";"0";"0";"0";"0";"0.005";"0"
"27";"0.005";"0";"0.242";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.031";"0";"0";"0";"0";"0";"0";"0";"0.011"
"28";"0.002";"0";"0";"0.044";"0.045";"0";"0";"0";"0";"0";"0";"0";"0";"0.038";"0.002";"0";"0";"0";"0";"0";"0"
"29";"0.002";"0";"0";"-0.194";"0";"-0.556";"0";"0";"0";"0";"0";"0";"0";"0.038";"0";"0.035";"0";"0";"0";"0";"0"
"30";"0.008";"0";"0";"-0.246";"0";"0";"-0.575";"0";"0";"0";"0";"0";"0";"0.038";"0";"0";"0.041";"0";"0";"0";"0"
"31";"0.003";"0";"0";"-0.233";"0";"0";"0";"-0.175";"0";"0";"0";"0";"0";"0.039";"0";"0";"0";"0.038";"0";"0";"0"
"32";"0.004";"0";"0";"-0.252";"0";"0";"0";"0";"0.019";"0";"0";"0";"0";"0.04";"0";"0";"0";"0";"0.035";"0";"0"
"33";"0.004";"0";"0";"-0.259";"0";"0";"0";"0";"0";"-0.007";"0";"0";"0";"0.039";"0";"0";"0";"0";"0";"0.005";"0"
"34";"0.008";"0";"0";"-0.253";"0";"0";"0";"0";"0";"0";"0.006";"0";"0";"0.039";"0";"0";"0";"0";"0";"0";"0.011"
"35";"0.006";"0";"0";"0";"0.04";"-0.357";"0";"0";"0";"0";"0";"0";"0";"0";"0.002";"0.034";"0";"0";"0";"0";"0"
"36";"0.003";"0";"0";"0";"0.042";"0";"-0.38";"0";"0";"0";"0";"0";"0";"0";"0.002";"0";"0.039";"0";"0";"0";"0"
"37";"0.008";"0";"0";"0";"0.044";"0";"0";"-0.078";"0";"0";"0";"0";"0";"0";"0.002";"0";"0";"0.035";"0";"0";"0"
"38";"0.007";"0";"0";"0";"0.045";"0";"0";"0";"-0.018";"0";"0";"0";"0";"0";"0.002";"0";"0";"0";"0.032";"0";"0"
"39";"0.009";"0";"0";"0";"0.045";"0";"0";"0";"0";"-0.001";"0";"0";"0";"0";"0.002";"0";"0";"0";"0";"0.005";"0"
"40";"0.005";"0";"0";"0";"0.045";"0";"0";"0";"0";"0";"-0.018";"0";"0";"0";"0.002";"0";"0";"0";"0";"0";"0.01"
"41";"0.007";"0";"0";"0";"0";"-0.445";"-0.354";"0";"0";"0";"0";"0";"0";"0";"0";"0.038";"0.045";"0";"0";"0";"0"
"42";"0.008";"0";"0";"0";"0";"-0.563";"0";"-0.158";"0";"0";"0";"0";"0";"0";"0";"0.035";"0";"0.037";"0";"0";"0"
"43";"0.006";"0";"0";"0";"0";"-0.573";"0";"0";"0.031";"0";"0";"0";"0";"0";"0";"0.035";"0";"0";"0.033";"0";"0"
"44";"0.003";"0";"0";"0";"0";"-0.577";"0";"0";"0";"0.004";"0";"0";"0";"0";"0";"0.035";"0";"0";"0";"0.005";"0"
"45";"0.009";"0";"0";"0";"0";"-0.573";"0";"0";"0";"0";"0.01";"0";"0";"0";"0";"0.035";"0";"0";"0";"0";"0.011"
"46";"0.001";"0";"0";"0";"0";"0";"-0.568";"-0.171";"0";"0";"0";"0";"0";"0";"0";"0";"0.041";"0.037";"0";"0";"0"
"47";"0.007";"0";"0";"0";"0";"0";"-0.578";"0";"0.044";"0";"0";"0";"0";"0";"0";"0";"0.041";"0";"0.034";"0";"0"
"48";"0.006";"0";"0";"0";"0";"0";"-0.581";"0";"0";"0.001";"0";"0";"0";"0";"0";"0";"0.042";"0";"0";"0.005";"0"
"49";"0.002";"0";"0";"0";"0";"0";"-0.579";"0";"0";"0";"0.013";"0";"0";"0";"0";"0";"0.041";"0";"0";"0";"0.011"
"50";"0.005";"0";"0";"0";"0";"0";"0";"-0.199";"0.042";"0";"0";"0";"0";"0";"0";"0";"0";"0.038";"0.034";"0";"0"
"51";"0.008";"0";"0";"0";"0";"0";"0";"-0.204";"0";"-0.005";"0";"0";"0";"0";"0";"0";"0";"0.038";"0";"0.005";"0"
"52";"0.003";"0";"0";"0";"0";"0";"0";"-0.201";"0";"0";"0.012";"0";"0";"0";"0";"0";"0";"0.038";"0";"0";"0.011"
"53";"0";"0";"0";"0";"0";"0";"0";"0";"0.062";"-0.005";"0";"0";"0";"0";"0";"0";"0";"0";"0.034";"0.005";"0"
"54";"0";"0";"0";"0";"0";"0";"0";"0";"0.058";"0";"0.015";"0";"0";"0";"0";"0";"0";"0";"0.034";"0";"0.011"
"55";"0.009";"0";"0";"0";"0";"0";"0";"0";"0";"-0.007";"0.02";"0";"0";"0";"0";"0";"0";"0";"0";"0.005";"0.011"
"56";"0";"0.008";"0.191";"-0.108";"0";"0";"0";"0";"0";"0";"0";"0.029";"0.038";"0.048";"0";"0";"0";"0";"0";"0";"0"
"57";"0.007";"-0.049";"-0.051";"0";"0.046";"0";"0";"0";"0";"0";"0";"0.027";"0.03";"0";"0.002";"0";"0";"0";"0";"0";"0"
"58";"0.002";"-0.006";"0.163";"0";"0";"-0.542";"0";"0";"0";"0";"0";"0.028";"0.03";"0";"0";"0.035";"0";"0";"0";"0";"0"
"59";"0.008";"0.004";"0.201";"0";"0";"0";"-0.551";"0";"0";"0";"0";"0.028";"0.03";"0";"0";"0";"0.041";"0";"0";"0";"0"
"60";"0.002";"0.006";"0.222";"0";"0";"0";"0";"-0.162";"0";"0";"0";"0.029";"0.03";"0";"0";"0";"0";"0.038";"0";"0";"0"
"61";"0.003";"0.011";"0.241";"0";"0";"0";"0";"0";"0.004";"0";"0";"0.029";"0.031";"0";"0";"0";"0";"0";"0.035";"0";"0"
"62";"0.002";"0.01";"0.241";"0";"0";"0";"0";"0";"0";"-0.004";"0";"0.029";"0.03";"0";"0";"0";"0";"0";"0";"0.005";"0"
"63";"0.007";"0.011";"0.242";"0";"0";"0";"0";"0";"0";"0";"0";"0.029";"0.031";"0";"0";"0";"0";"0";"0";"0";"0.011"
"64";"0.01";"-0.048";"0";"0.043";"0.045";"0";"0";"0";"0";"0";"0";"0.027";"0";"0.038";"0.002";"0";"0";"0";"0";"0";"0"
"65";"0.008";"-0.01";"0";"-0.195";"0";"-0.557";"0";"0";"0";"0";"0";"0.028";"0";"0.038";"0";"0.035";"0";"0";"0";"0";"0"
"66";"0.007";"-0.001";"0";"-0.246";"0";"0";"-0.575";"0";"0";"0";"0";"0.029";"0";"0.038";"0";"0";"0.041";"0";"0";"0";"0"
"67";"0.001";"0.002";"0";"-0.233";"0";"0";"0";"-0.175";"0";"0";"0";"0.029";"0";"0.039";"0";"0";"0";"0.038";"0";"0";"0"
"68";"0.003";"0.007";"0";"-0.251";"0";"0";"0";"0";"0.019";"0";"0";"0.029";"0";"0.04";"0";"0";"0";"0";"0.035";"0";"0"
"69";"0.006";"0.006";"0";"-0.259";"0";"0";"0";"0";"0";"-0.007";"0";"0.029";"0";"0.039";"0";"0";"0";"0";"0";"0.005";"0"
"70";"0.006";"0.006";"0";"-0.252";"0";"0";"0";"0";"0";"0";"0.006";"0.029";"0";"0.039";"0";"0";"0";"0";"0";"0";"0.011"
"71";"0.009";"-0.055";"0";"0";"0.041";"-0.359";"0";"0";"0";"0";"0";"0.027";"0";"0";"0.002";"0.034";"0";"0";"0";"0";"0"
"72";"0.01";"-0.05";"0";"0";"0.042";"0";"-0.381";"0";"0";"0";"0";"0.027";"0";"0";"0.002";"0";"0.039";"0";"0";"0";"0"
"73";"0.001";"-0.05";"0";"0";"0.044";"0";"0";"-0.08";"0";"0";"0";"0.027";"0";"0";"0.002";"0";"0";"0.035";"0";"0";"0"
"74";"0.01";"-0.049";"0";"0";"0.045";"0";"0";"0";"-0.019";"0";"0";"0.027";"0";"0";"0.002";"0";"0";"0";"0.032";"0";"0"
"75";"0";"-0.049";"0";"0";"0.045";"0";"0";"0";"0";"-0.002";"0";"0.027";"0";"0";"0.002";"0";"0";"0";"0";"0.005";"0"
"76";"0.004";"-0.048";"0";"0";"0.045";"0";"0";"0";"0";"0";"-0.018";"0.027";"0";"0";"0.002";"0";"0";"0";"0";"0";"0.01"
"77";"0.001";"-0.005";"0";"0";"0";"-0.446";"-0.354";"0";"0";"0";"0";"0.028";"0";"0";"0";"0.038";"0.045";"0";"0";"0";"0"
"78";"0.007";"-0.009";"0";"0";"0";"-0.563";"0";"-0.158";"0";"0";"0";"0.028";"0";"0";"0";"0.035";"0";"0.037";"0";"0";"0"
"79";"0.005";"-0.004";"0";"0";"0";"-0.573";"0";"0";"0.031";"0";"0";"0.028";"0";"0";"0";"0.035";"0";"0";"0.033";"0";"0"
"80";"0.01";"-0.004";"0";"0";"0";"-0.577";"0";"0";"0";"0.004";"0";"0.028";"0";"0";"0";"0.035";"0";"0";"0";"0.005";"0"
"81";"0.01";"-0.006";"0";"0";"0";"-0.574";"0";"0";"0";"0";"0.01";"0.028";"0";"0";"0";"0.035";"0";"0";"0";"0";"0.011"
"82";"0.007";"0.001";"0";"0";"0";"0";"-0.568";"-0.171";"0";"0";"0";"0.029";"0";"0";"0";"0";"0.041";"0.037";"0";"0";"0"
"83";"0";"0.007";"0";"0";"0";"0";"-0.578";"0";"0.044";"0";"0";"0.029";"0";"0";"0";"0";"0.041";"0";"0.034";"0";"0"
"84";"0.005";"0.007";"0";"0";"0";"0";"-0.581";"0";"0";"0.001";"0";"0.029";"0";"0";"0";"0";"0.042";"0";"0";"0.005";"0"
"85";"0.007";"0.005";"0";"0";"0";"0";"-0.579";"0";"0";"0";"0.013";"0.029";"0";"0";"0";"0";"0.041";"0";"0";"0";"0.011"
"86";"0";"0.009";"0";"0";"0";"0";"0";"-0.199";"0.043";"0";"0";"0.029";"0";"0";"0";"0";"0";"0.038";"0.034";"0";"0"
"87";"0.003";"0.008";"0";"0";"0";"0";"0";"-0.204";"0";"-0.005";"0";"0.029";"0";"0";"0";"0";"0";"0.038";"0";"0.005";"0"
"88";"0";"0.008";"0";"0";"0";"0";"0";"-0.201";"0";"0";"0.012";"0.029";"0";"0";"0";"0";"0";"0.038";"0";"0";"0.011"
"89";"0.002";"0.014";"0";"0";"0";"0";"0";"0";"0.062";"-0.005";"0";"0.029";"0";"0";"0";"0";"0";"0";"0.034";"0.005";"0"
"90";"0.003";"0.014";"0";"0";"0";"0";"0";"0";"0.059";"0";"0.015";"0.029";"0";"0";"0";"0";"0";"0";"0.034";"0";"0.011"
"91";"0.003";"0.012";"0";"0";"0";"0";"0";"0";"0";"-0.007";"0.02";"0.029";"0";"0";"0";"0";"0";"0";"0";"0.005";"0.011"
"92";"0.008";"0";"-0.045";"0.013";"0.046";"0";"0";"0";"0";"0";"0";"0";"0.036";"0.045";"0.002";"0";"0";"0";"0";"0";"0"
"93";"0.003";"0";"0.112";"-0.109";"0";"-0.542";"0";"0";"0";"0";"0";"0";"0.037";"0.047";"0";"0.035";"0";"0";"0";"0";"0"
"94";"0.01";"0";"0.135";"-0.143";"0";"0";"-0.558";"0";"0";"0";"0";"0";"0.037";"0.048";"0";"0";"0.041";"0";"0";"0";"0"
"95";"0";"0";"0.176";"-0.099";"0";"0";"0";"-0.159";"0";"0";"0";"0";"0.038";"0.048";"0";"0";"0";"0.038";"0";"0";"0"
"96";"0";"0";"0.191";"-0.109";"0";"0";"0";"0";"-0.002";"0";"0";"0";"0.038";"0.049";"0";"0";"0";"0";"0.035";"0";"0"
"97";"0.005";"0";"0.188";"-0.113";"0";"0";"0";"0";"0";"-0.005";"0";"0";"0.038";"0.049";"0";"0";"0";"0";"0";"0.005";"0"
"98";"0.001";"0";"0.192";"-0.109";"0";"0";"0";"0";"0";"0";"-0.001";"0";"0.038";"0.048";"0";"0";"0";"0";"0";"0";"0.011"
"99";"0.004";"0";"-0.079";"0";"0.042";"-0.366";"0";"0";"0";"0";"0";"0";"0.03";"0";"0.002";"0.034";"0";"0";"0";"0";"0"
"100";"0.007";"0";"-0.061";"0";"0.043";"0";"-0.383";"0";"0";"0";"0";"0";"0.03";"0";"0.002";"0";"0.039";"0";"0";"0";"0"
"101";"0.01";"0";"-0.059";"0";"0.045";"0";"0";"-0.086";"0";"0";"0";"0";"0.03";"0";"0.002";"0";"0";"0.035";"0";"0";"0"
"102";"0.01";"0";"-0.049";"0";"0.046";"0";"0";"0";"-0.008";"0";"0";"0";"0.03";"0";"0.002";"0";"0";"0";"0.032";"0";"0"
"103";"0.01";"0";"-0.05";"0";"0.046";"0";"0";"0";"0";"-0.002";"0";"0";"0.03";"0";"0.002";"0";"0";"0";"0";"0.005";"0"
"104";"0.009";"0";"-0.043";"0";"0.046";"0";"0";"0";"0";"0";"-0.016";"0";"0.03";"0";"0.002";"0";"0";"0";"0";"0";"0.01"
"105";"0.001";"0";"0.156";"0";"0";"-0.417";"-0.347";"0";"0";"0";"0";"0";"0.03";"0";"0";"0.039";"0.045";"0";"0";"0";"0"
"106";"0.005";"0";"0.148";"0";"0";"-0.535";"0";"-0.132";"0";"0";"0";"0";"0.03";"0";"0";"0.035";"0";"0.037";"0";"0";"0"
"107";"0.007";"0";"0.164";"0";"0";"-0.542";"0";"0";"-0.006";"0";"0";"0";"0.03";"0";"0";"0.035";"0";"0";"0.034";"0";"0"
"108";"0.001";"0";"0.163";"0";"0";"-0.544";"0";"0";"0";"0.004";"0";"0";"0.03";"0";"0";"0.035";"0";"0";"0";"0.005";"0"
"109";"0.006";"0";"0.163";"0";"0";"-0.542";"0";"0";"0";"0";"0";"0";"0.03";"0";"0";"0.035";"0";"0";"0";"0";"0.011"
"110";"0.001";"0";"0.185";"0";"0";"0";"-0.544";"-0.138";"0";"0";"0";"0";"0.03";"0";"0";"0";"0.041";"0.037";"0";"0";"0"
"111";"0.003";"0";"0.202";"0";"0";"0";"-0.552";"0";"-0.003";"0";"0";"0";"0.03";"0";"0";"0";"0.041";"0";"0.034";"0";"0"
"112";"0.002";"0";"0.202";"0";"0";"0";"-0.553";"0";"0";"0.002";"0";"0";"0.03";"0";"0";"0";"0.042";"0";"0";"0.005";"0"
"113";"0";"0";"0.201";"0";"0";"0";"-0.552";"0";"0";"0";"0";"0";"0.03";"0";"0";"0";"0.041";"0";"0";"0";"0.011"
"114";"0.001";"0";"0.223";"0";"0";"0";"0";"-0.163";"-0.006";"0";"0";"0";"0.031";"0";"0";"0";"0";"0.038";"0.035";"0";"0"
"115";"0.001";"0";"0.221";"0";"0";"0";"0";"-0.163";"0";"-0.004";"0";"0";"0.03";"0";"0";"0";"0";"0.038";"0";"0.005";"0"
"116";"0.001";"0";"0.223";"0";"0";"0";"0";"-0.163";"0";"0";"-0.002";"0";"0.031";"0";"0";"0";"0";"0.038";"0";"0";"0.011"
"117";"0.002";"0";"0.24";"0";"0";"0";"0";"0";"0.005";"-0.004";"0";"0";"0.031";"0";"0";"0";"0";"0";"0.035";"0.005";"0"
"118";"0.007";"0";"0.241";"0";"0";"0";"0";"0";"0.004";"0";"0";"0";"0.031";"0";"0";"0";"0";"0";"0.035";"0";"0.011"
"119";"0.007";"0";"0.24";"0";"0";"0";"0";"0";"0";"-0.004";"0.002";"0";"0.031";"0";"0";"0";"0";"0";"0";"0.005";"0.011"
"120";"0.006";"0";"0";"0.057";"0.041";"-0.359";"0";"0";"0";"0";"0";"0";"0";"0.037";"0.002";"0.034";"0";"0";"0";"0";"0"
"121";"0.01";"0";"0";"0.03";"0.042";"0";"-0.379";"0";"0";"0";"0";"0";"0";"0.037";"0.002";"0";"0.039";"0";"0";"0";"0"
"122";"0.004";"0";"0";"0.052";"0.045";"0";"0";"-0.083";"0";"0";"0";"0";"0";"0.038";"0.002";"0";"0";"0.035";"0";"0";"0"
"123";"0.007";"0";"0";"0.041";"0.045";"0";"0";"0";"-0.012";"0";"0";"0";"0";"0.038";"0.002";"0";"0";"0";"0.032";"0";"0"
"124";"0.003";"0";"0";"0.043";"0.045";"0";"0";"0";"0";"-0.001";"0";"0";"0";"0.038";"0.002";"0";"0";"0";"0";"0.005";"0"
"125";"0";"0";"0";"0.037";"0.045";"0";"0";"0";"0";"0";"-0.017";"0";"0";"0.038";"0.002";"0";"0";"0";"0";"0";"0.01"
"126";"0";"0";"0";"-0.203";"0";"-0.424";"-0.361";"0";"0";"0";"0";"0";"0";"0.038";"0";"0.038";"0.045";"0";"0";"0";"0"
"127";"0.006";"0";"0";"-0.177";"0";"-0.548";"0";"-0.137";"0";"0";"0";"0";"0";"0.038";"0";"0.035";"0";"0.037";"0";"0";"0"
"128";"0";"0";"0";"-0.194";"0";"-0.556";"0";"0";"0.001";"0";"0";"0";"0";"0.039";"0";"0.035";"0";"0";"0.034";"0";"0"
"129";"0.007";"0";"0";"-0.193";"0";"-0.558";"0";"0";"0";"0.002";"0";"0";"0";"0.038";"0";"0.035";"0";"0";"0";"0.005";"0"
"130";"0.009";"0";"0";"-0.193";"0";"-0.556";"0";"0";"0";"0";"0.003";"0";"0";"0.038";"0";"0.035";"0";"0";"0";"0";"0.011"
"131";"0";"0";"0";"-0.228";"0";"0";"-0.565";"-0.144";"0";"0";"0";"0";"0";"0.038";"0";"0";"0.041";"0.037";"0";"0";"0"
"132";"0";"0";"0";"-0.245";"0";"0";"-0.575";"0";"0.004";"0";"0";"0";"0";"0.039";"0";"0";"0.041";"0";"0.034";"0";"0"
"133";"0";"0";"0";"-0.247";"0";"0";"-0.575";"0";"0";"-0.001";"0";"0";"0";"0.038";"0";"0";"0.041";"0";"0";"0.005";"0"
"134";"0";"0";"0";"-0.244";"0";"0";"-0.575";"0";"0";"0";"0.004";"0";"0";"0.038";"0";"0";"0.041";"0";"0";"0";"0.011"
"135";"0";"0";"0";"-0.231";"0";"0";"0";"-0.175";"0.007";"0";"0";"0";"0";"0.04";"0";"0";"0";"0.038";"0.035";"0";"0"
"136";"0.002";"0";"0";"-0.236";"0";"0";"0";"-0.175";"0";"-0.007";"0";"0";"0";"0.039";"0";"0";"0";"0.038";"0";"0.005";"0"
"137";"0.003";"0";"0";"-0.231";"0";"0";"0";"-0.175";"0";"0";"0.004";"0";"0";"0.039";"0";"0";"0";"0.038";"0";"0";"0.011"
"138";"0.004";"0";"0";"-0.255";"0";"0";"0";"0";"0.021";"-0.007";"0";"0";"0";"0.04";"0";"0";"0";"0";"0.035";"0.005";"0"
"139";"0";"0";"0";"-0.249";"0";"0";"0";"0";"0.019";"0";"0.006";"0";"0";"0.04";"0";"0";"0";"0";"0.035";"0";"0.011"
"140";"0.003";"0";"0";"-0.254";"0";"0";"0";"0";"0";"-0.008";"0.011";"0";"0";"0.039";"0";"0";"0";"0";"0";"0.005";"0.011"
"141";"0.008";"0";"0";"0";"0.039";"-0.27";"-0.254";"0";"0";"0";"0";"0";"0";"0";"0.002";"0.037";"0.043";"0";"0";"0";"0"
"142";"0.008";"0";"0";"0";"0.04";"-0.355";"0";"-0.061";"0";"0";"0";"0";"0";"0";"0.002";"0.034";"0";"0.035";"0";"0";"0"
"143";"0.006";"0";"0";"0";"0.04";"-0.358";"0";"0";"-0.029";"0";"0";"0";"0";"0";"0.002";"0.034";"0";"0";"0.031";"0";"0"
"144";"0.006";"0";"0";"0";"0.04";"-0.36";"0";"0";"0";"0.004";"0";"0";"0";"0";"0.002";"0.034";"0";"0";"0";"0.005";"0"
"145";"0.006";"0";"0";"0";"0.041";"-0.358";"0";"0";"0";"0";"-0.018";"0";"0";"0";"0.002";"0.034";"0";"0";"0";"0";"0.01"
"146";"0.006";"0";"0";"0";"0.041";"0";"-0.377";"-0.064";"0";"0";"0";"0";"0";"0";"0.002";"0";"0.039";"0.035";"0";"0";"0"
"147";"0.005";"0";"0";"0";"0.042";"0";"-0.381";"0";"-0.024";"0";"0";"0";"0";"0";"0.002";"0";"0.039";"0";"0.031";"0";"0"
"148";"0.008";"0";"0";"0";"0.042";"0";"-0.382";"0";"0";"0.003";"0";"0";"0";"0";"0.002";"0";"0.039";"0";"0";"0.005";"0"
"149";"0.005";"0";"0";"0";"0.042";"0";"-0.38";"0";"0";"0";"-0.018";"0";"0";"0";"0.002";"0";"0.039";"0";"0";"0";"0.01"
"150";"0.008";"0";"0";"0";"0.044";"0";"0";"-0.081";"-0.025";"0";"0";"0";"0";"0";"0.002";"0";"0";"0.035";"0.032";"0";"0"
"151";"0.008";"0";"0";"0";"0.044";"0";"0";"-0.078";"0";"-0.001";"0";"0";"0";"0";"0.002";"0";"0";"0.035";"0";"0.005";"0"
"152";"0.008";"0";"0";"0";"0.044";"0";"0";"-0.082";"0";"0";"-0.019";"0";"0";"0";"0.002";"0";"0";"0.035";"0";"0";"0.01"
"153";"0.01";"0";"0";"0";"0.045";"0";"0";"0";"-0.018";"-0.001";"0";"0";"0";"0";"0.002";"0";"0";"0";"0.032";"0.005";"0"
"154";"0.006";"0";"0";"0";"0.045";"0";"0";"0";"-0.017";"0";"-0.018";"0";"0";"0";"0.002";"0";"0";"0";"0.032";"0";"0.01"
"155";"0.006";"0";"0";"0";"0.045";"0";"0";"0";"0";"0.001";"-0.019";"0";"0";"0";"0.002";"0";"0";"0";"0";"0.005";"0.01"
"156";"0.008";"0";"0";"0";"0";"-0.437";"-0.348";"-0.148";"0";"0";"0";"0";"0";"0";"0";"0.038";"0.045";"0.037";"0";"0";"0"
"157";"0.001";"0";"0";"0";"0";"-0.444";"-0.354";"0";"0.028";"0";"0";"0";"0";"0";"0";"0.038";"0.045";"0";"0.033";"0";"0"
"158";"0.006";"0";"0";"0";"0";"-0.448";"-0.357";"0";"0";"0.006";"0";"0";"0";"0";"0";"0.038";"0.045";"0";"0";"0.005";"0"
"159";"0.003";"0";"0";"0";"0";"-0.444";"-0.354";"0";"0";"0";"0.01";"0";"0";"0";"0";"0.038";"0.045";"0";"0";"0";"0.01"
"160";"0.003";"0";"0";"0";"0";"-0.562";"0";"-0.156";"0.018";"0";"0";"0";"0";"0";"0";"0.035";"0";"0.037";"0.034";"0";"0"
"161";"0.006";"0";"0";"0";"0";"-0.565";"0";"-0.158";"0";"0.003";"0";"0";"0";"0";"0";"0.035";"0";"0.037";"0";"0.005";"0"
"162";"0.006";"0";"0";"0";"0";"-0.562";"0";"-0.156";"0";"0";"0.007";"0";"0";"0";"0";"0.035";"0";"0.037";"0";"0";"0.011"
"163";"0.009";"0";"0";"0";"0";"-0.575";"0";"0";"0.03";"0.003";"0";"0";"0";"0";"0";"0.035";"0";"0";"0.034";"0.005";"0"
"164";"0.008";"0";"0";"0";"0";"-0.572";"0";"0";"0.03";"0";"0.01";"0";"0";"0";"0";"0.035";"0";"0";"0.033";"0";"0.011"
"165";"0.005";"0";"0";"0";"0";"-0.575";"0";"0";"0";"0.002";"0.009";"0";"0";"0";"0";"0.035";"0";"0";"0";"0.005";"0.011"
"166";"0.01";"0";"0";"0";"0";"0";"-0.567";"-0.168";"0.029";"0";"0";"0";"0";"0";"0";"0";"0.041";"0.037";"0.034";"0";"0"
"167";"0.003";"0";"0";"0";"0";"0";"-0.568";"-0.171";"0";"0.001";"0";"0";"0";"0";"0";"0";"0.042";"0.037";"0";"0.005";"0"
"168";"0.002";"0";"0";"0";"0";"0";"-0.567";"-0.169";"0";"0";"0.01";"0";"0";"0";"0";"0";"0.041";"0.037";"0";"0";"0.011"
"169";"0.006";"0";"0";"0";"0";"0";"-0.579";"0";"0.043";"0.001";"0";"0";"0";"0";"0";"0";"0.042";"0";"0.034";"0.005";"0"
"170";"0.001";"0";"0";"0";"0";"0";"-0.577";"0";"0.043";"0";"0.013";"0";"0";"0";"0";"0";"0.041";"0";"0.034";"0";"0.011"
"171";"0.007";"0";"0";"0";"0";"0";"-0.579";"0";"0";"0";"0.013";"0";"0";"0";"0";"0";"0.042";"0";"0";"0.005";"0.011"
